tweet_id	date	time	lang	country_code
1315502814072893440	2020-10-13	04:01:26	en	NULL
1315502814072918016	2020-10-13	04:01:26	und	NULL
1315502815096246273	2020-10-13	04:01:26	es	NULL
1315502815549288448	2020-10-13	04:01:26	en	NULL
1315502816144904192	2020-10-13	04:01:26	nl	NULL
1315502816157294593	2020-10-13	04:01:26	en	NULL
1315502816312487938	2020-10-13	04:01:26	es	NULL
1315502816908042240	2020-10-13	04:01:27	en	NULL
1315502817046654976	2020-10-13	04:01:27	und	NULL
1315502817222721537	2020-10-13	04:01:27	en	NULL
1315502817256247296	2020-10-13	04:01:27	en	NULL
1315502820011978752	2020-10-13	04:01:27	ht	CA
1315502820448251904	2020-10-13	04:01:27	en	NULL
1315502821480030210	2020-10-13	04:01:28	en	NULL
1315502821840748544	2020-10-13	04:01:28	hi	NULL
1315502821962326017	2020-10-13	04:01:28	en	NULL
1315502822876741632	2020-10-13	04:01:28	ru	NULL
1315502822960504834	2020-10-13	04:01:28	en	NULL
1315502823719735298	2020-10-13	04:01:28	en	NULL
1315502824323723265	2020-10-13	04:01:28	en	NULL
1315502825296855040	2020-10-13	04:01:29	en	NULL
1315502825980469250	2020-10-13	04:01:29	en	NULL
1315502826127347713	2020-10-13	04:01:29	en	NULL
1315502827549208582	2020-10-13	04:01:29	en	NULL
1315502830829043713	2020-10-13	04:01:30	en	NULL
1315502831378419713	2020-10-13	04:01:30	mr	NULL
1315502831709958144	2020-10-13	04:01:30	en	NULL
1315502832427171841	2020-10-13	04:01:30	de	NULL
1315502832716374017	2020-10-13	04:01:30	ne	NULL
1315502833181966343	2020-10-13	04:01:30	en	NULL
1315502833253269506	2020-10-13	04:01:30	in	NULL
1315502834360541185	2020-10-13	04:01:31	en	NULL
1315502836357230592	2020-10-13	04:01:31	es	NULL
1315502836369719297	2020-10-13	04:01:31	en	NULL
1315502836403249152	2020-10-13	04:01:31	ja	NULL
1315502836583546881	2020-10-13	04:01:31	en	NULL
1315502837342695424	2020-10-13	04:01:31	en	NULL
1315502841205788673	2020-10-13	04:01:32	en	NULL
1315502841226649603	2020-10-13	04:01:32	en	NULL
1315502841386004482	2020-10-13	04:01:32	en	NULL
1315502843122593799	2020-10-13	04:01:33	en	NULL
1315502844833792000	2020-10-13	04:01:33	en	NULL
1315502845081329666	2020-10-13	04:01:33	en	NULL
1315502845135855617	2020-10-13	04:01:33	en	NULL
1315502847727988737	2020-10-13	04:01:34	en	NULL
1315502848151441408	2020-10-13	04:01:34	en	NULL
1315502848650760198	2020-10-13	04:01:34	en	NULL
1315502848768057344	2020-10-13	04:01:34	en	NULL
1315502849627955203	2020-10-13	04:01:34	pt	NULL
1315502850273767424	2020-10-13	04:01:35	en	NULL
1315502852303880194	2020-10-13	04:01:35	es	NULL
1315502853838958594	2020-10-13	04:01:35	en	NULL
1315502855000907776	2020-10-13	04:01:36	en	NULL
1315502856154173440	2020-10-13	04:01:36	en	NULL
1315502858393935872	2020-10-13	04:01:36	ja	NULL
1315502858649833472	2020-10-13	04:01:37	in	NULL
1315502859392180226	2020-10-13	04:01:37	en	NULL
1315502859799212032	2020-10-13	04:01:37	en	NULL
1315502860356861952	2020-10-13	04:01:37	en	NULL
1315502861367738368	2020-10-13	04:01:37	in	NULL
1315502862638755842	2020-10-13	04:01:37	en	NULL
1315502864563798016	2020-10-13	04:01:38	und	NULL
1315502864878325760	2020-10-13	04:01:38	en	NULL
1315502864999936000	2020-10-13	04:01:38	en	NULL
1315502865650253824	2020-10-13	04:01:38	en	NULL
1315502867873062912	2020-10-13	04:01:39	en	NULL
1315502872126091267	2020-10-13	04:01:40	en	NULL
1315502872684044292	2020-10-13	04:01:40	en	NULL
1315502872822534144	2020-10-13	04:01:40	it	NULL
1315502872998576128	2020-10-13	04:01:40	en	NULL
1315502874785439744	2020-10-13	04:01:40	en	NULL
1315502875062145027	2020-10-13	04:01:40	en	IN
1315502875187896320	2020-10-13	04:01:40	und	NULL
1315502876081491968	2020-10-13	04:01:41	und	NULL
1315502878161739777	2020-10-13	04:01:41	en	NULL
1315502879025790977	2020-10-13	04:01:41	en	NULL
1315502879457923077	2020-10-13	04:01:41	en	NULL
1315502879545982982	2020-10-13	04:01:42	en	NULL
1315502880749768704	2020-10-13	04:01:42	en	NULL
1315502880778981376	2020-10-13	04:01:42	en	NULL
1315502881739624448	2020-10-13	04:01:42	de	NULL
1315502881886396417	2020-10-13	04:01:42	de	NULL
1315502881970286592	2020-10-13	04:01:42	en	NULL
1315502883010469890	2020-10-13	04:01:42	en	NULL
1315502883522183169	2020-10-13	04:01:42	en	NULL
1315502884377763840	2020-10-13	04:01:43	en	NULL
1315502884784492547	2020-10-13	04:01:43	en	NULL
1315502884792999938	2020-10-13	04:01:43	tl	NULL
1315502888022495232	2020-10-13	04:01:44	en	NULL
1315502888706334721	2020-10-13	04:01:44	en	NULL
1315502890396549120	2020-10-13	04:01:44	en	NULL
1315502891096965120	2020-10-13	04:01:44	en	NULL
1315502891193585667	2020-10-13	04:01:44	und	NULL
1315502894498476034	2020-10-13	04:01:45	und	NULL
1315502895324774401	2020-10-13	04:01:45	in	NULL
1315502897656782848	2020-10-13	04:01:46	en	NULL
1315502897791037440	2020-10-13	04:01:46	en	NULL
1315502898382548993	2020-10-13	04:01:46	en	NULL
1315502898814636032	2020-10-13	04:01:46	en	NULL